index,question_category,question,answers,correct_answers,answers_category
0000953,3,"What is a value proposition of the AWS Cloud?","AWS is responsible for security in the AWS Cloud,No long-term contract is required,Provision new servers in days,AWS manages user applications in the AWS Cloud","No long-term contract is required",0
0000954,3,"What is a characteristic of Amazon S3 cross-region replication?","Both source and destination S3 buckets must have versioning disabled,The source and destination S3 buckets cannot be in different AWS Regions,S3 buckets configured for cross-region replication can be owned by a single AWS account or by different accounts,The source S3 bucket owner must have the source and destination AWS Regions disabled for their account","S3 buckets configured for cross-region replication can be owned by a single AWS account or by different accounts",0
0000955,3,"What is a user responsible for when running an application in the AWS Cloud?","Managing physical hardware,Updating the underlying hypervisor,Providing a list of users approved for data center access,Managing application software updates","Managing application software updates",0
0000956,3,"A company that does business online needs to quickly deliver new functionality in an iterative manner, minimizing the time to market. Which AWS Cloud feature can provide this?","Elasticity,High availability,Agility,Reliability","Agility",0
0000957,3,"Which features or services can be used to monitor costs and expenses for an AWS account? (Choose two.)","AWS Cost and Usage report,AWS product pages,AWS Simple Monthly Calculator,Billing alerts and Amazon CloudWatch alarms,AWS Price List API","AWS Cost and Usage report,Billing alerts and Amazon CloudWatch alarms",1
0000958,3,"Amazon Route 53 enables users to:","encrypt data in transit,register DNS domain names,generate and manage SSL certificates,establish a dedicated network connection to AWS","register DNS domain names",0
0000959,03,"Which AWS service helps identify malicious or unauthorized activities in AWS accounts and workloads?","Amazon Rekognition,AWS Trusted Advisor,Amazon GuardDuty,Amazon CloudWatch","Amazon GuardDuty",0
0000960,03,"A company wants to try a third-party ecommerce solution before deciding to use it long term. Which AWS service or tool will support this effort?","AWS Marketplace,AWS Partner Network (APN),AWS Managed Services,AWS Service Catalog","AWS Marketplace",0
0000961,03,"Which AWS service is a managed NoSQL database?","Amazon Redshift,Amazon DynamoDB,Amazon Aurora,Amazon RDS for MariaDB","Amazon DynamoDB",0
0000962,03,"Which AWS service should be used to create a billing alarm?","AWS Trusted Advisor,AWS CloudTrail,Amazon CloudWatch,Amazon QuickSight","Amazon CloudWatch",0
0000963,03,"A company is hosting a web application in a Docker container on Amazon EC2. AWS is responsible for which of the following tasks?","Scaling the web application and services developed with Docker,Provisioning or scheduling containers to run on clusters and maintain their availability,Performing hardware maintenance in the AWS facilities that run the AWS Cloud,Managing the guest operating system, including updates and security patches","Performing hardware maintenance in the AWS facilities that run the AWS Cloud",0
0000964,03,"Users are reporting latency when connecting to a website with a global customer base. Which AWS service will improve the customer experience by reducing latency?","Amazon CloudFront,AWS Direct Connect,Amazon EC2 Auto Scaling,AWS Transit Gateway","Amazon CloudFront",0
0000965,03,"Which actions represent best practices for using AWS IAM? (Choose two.)","Configure a strong password policy,Share the security credentials among users of AWS accounts who are in the same Region,Use access keys to log in to the AWS Management Console,Rotate access keys on a regular basis,Avoid using IAM roles to delegate permissions","Configure a strong password policy,Rotate access keys on a regular basis",1
0000966,03,"Which AWS feature or service can be used to capture information about incoming and outgoing traffic in an AWS VPC infrastructure?","AWS Config,VPC Flow Logs,AWS Trusted Advisor,AWS CloudTrail","VPC Flow Logs",0
0000967,03,"A company wants to use an AWS service to monitor the health of application endpoints, with the ability to route traffic to healthy regional endpoints to improve application availability. Which service will support these requirements?","Amazon Inspector,Amazon CloudWatch,AWS Global Accelerator,Amazon CloudFront","AWS Global Accelerator",0
0000968,01,"According to the AWS Well-Architected Framework, what change management steps should be taken to achieve reliability in the AWS Cloud? (Choose two.)","Use AWS Config to generate an inventory of AWS resources,Use service limits to prevent users from creating or making changes to AWS resources,Use AWS CloudTrail to record AWS API calls into an auditable log file,Use AWS Certificate Manager to whitelist approved AWS resources and services,Use Amazon GuardDuty to validate configuration changes made to AWS resources","Use AWS Config to generate an inventory of AWS resources,Use AWS CloudTrail to record AWS API calls into an auditable log file",1
0000969,03,"Which service can be used to monitor and receive alerts for AWS account root user AWS Management Console sign-in events?","Amazon CloudWatch,AWS Config,AWS Trusted Advisor,AWS IAM","Amazon CloudWatch",0
0000970,03,"Which design principle should be considered when architecting in the AWS Cloud?","Think of servers as non-disposable resources,Use synchronous integration of services,Design loosely coupled components,Implement the least permissive rules for security groups","Design loosely coupled components",0
0000971,03,"Which AWS services can be used to move data from on-premises data centers to AWS? (Choose two.)","AWS Snowball,AWS Lambda,AWS ElastiCache,AWS Database Migration Service (AWS DMS),Amazon API Gateway","AWS Snowball,AWS Database Migration Service (AWS DMS)",1
0000972,03,"A batch workload takes 5 hours to finish on an Amazon EC2 instance. The amount of data to be processed doubles monthly and the processing time is proportional. What is the best cloud architecture to address this consistently growing demand?","Run the application on a bigger EC2 instance size,Switch to an EC2 instance family that better matches batch requirements,Distribute the application across multiple EC2 instances and run the workload in parallel,Run the application on a bare metal EC2 instance","Distribute the application across multiple EC2 instances and run the workload in parallel",0
0000973,03,"Each department within a company has its own independent AWS account and its own payment method. New company leadership wants to centralize departmental governance and consolidate payments. How can this be achieved using AWS services or features?","Forward monthly invoices for each account. Then create IAM roles to allow cross-account access,Create a new AWS account. Then configure AWS Organizations and invite all existing accounts to join,Configure AWS Organizations in each of the existing accounts. Then link all accounts together,Use Cost Explorer to combine costs from all accounts. Then replicate IAM policies across accounts","Create a new AWS account. Then configure AWS Organizations and invite all existing accounts to join",0
0000974,03,"The ability to horizontally scale Amazon EC2 instances based on demand is an example of which concept in the AWS Cloud value proposition?","Economy of scale,Elasticity,High availability,Agility","Elasticity",0
0000975,03,"An ecommerce company anticipates a huge increase in web traffic for two very popular upcoming shopping holidays. Which AWS service or feature can be configured to dynamically adjust resources to meet this change in demand?","AWS CloudTrail,Amazon EC2 Auto Scaling,Amazon Forecast,AWS Config","Amazon EC2 Auto Scaling",0
0000976,03,"Which AWS service enables users to securely connect to AWS resources over the public internet?","Amazon VPC peering,AWS Direct Connect,AWS VPN,Amazon Pinpoint","AWS VPN",0
0000977,03,"Which tool is used to forecast AWS spending?","AWS Trusted Advisor,AWS Organizations,Cost Explorer,Amazon Inspector","Cost Explorer",0
0000978,03,"A company is running an ecommerce application hosted in Europe. To decrease latency for users who access the website from other parts of the world, the company would like to cache frequently accessed static content closer to the users. Which AWS service will support these requirements?","Amazon ElastiCache,Amazon CloudFront,Amazon Elastic File System (Amazon EFS),Amazon Elastic Block Store (Amazon EBS)","Amazon CloudFront",0
0000979,03,"Which of the following is a component of the AWS Global Infrastructure?","Amazon Alexa,AWS Regions,Amazon Lightsail,AWS Organizations","AWS Regions",0
0000980,03,"Which AWS service will help users determine if an application running on an Amazon EC2 instance has sufficient CPU capacity?","Amazon CloudWatch,AWS Config,AWS CloudTrail,Amazon Inspector","Amazon CloudWatch",0
0000981,03,"Why is it beneficial to use Elastic Load Balancers with applications?","They allow for the conversion from Application Load Balancers to Classic Load Balancers,They are capable of handling constant changes in network traffic patterns,They automatically adjust capacity,They are provided at no charge to users","They are capable of handling constant changes in network traffic patterns",0
0000982,03,"Which tasks are the customer's responsibility in the AWS shared responsibility model? (Choose two.)","Infrastructure facilities access management,Cloud infrastructure hardware lifecycle management,Configuration management of user's applications,Networking infrastructure protection,Security groups configuration","Configuration management of user's applications,Security groups configuration",1
0000983,03,"IT systems should be designed to reduce interdependencies, so that a change or failure in one component does not cascade to other components. This is an example of which principle of cloud architecture design?","Scalability,Loose coupling,Automation,Automatic scaling","Loose coupling",0
0000984,03,"Which AWS service or feature can enhance network security by blocking requests from a particular network for a web application on AWS? (Choose two.)","AWS WAF,AWS Trusted Advisor,AWS Direct Connect,AWS Organizations,Network ACLs","AWS WAF,Network ACLs",1
0000985,03,"An application runs on multiple Amazon EC2 instances that access a shared file system simultaneously. Which AWS storage service should be used?","Amazon EBS,Amazon EFS,Amazon S3,AWS Artifact","Amazon EFS",0
0000986,03,"A web application is hosted on AWS using an Elastic Load Balancer, multiple Amazon EC2 instances, and Amazon RDS. Which security measures fall under the responsibility of AWS? (Choose two.)","Running a virus scan on EC2 instances,Protecting against IP spoofing and packet sniffing,Installing the latest security patches on the RDS instance,Encrypting communication between the EC2 instances and the Elastic Load Balancer,Configuring a security group and a network access control list (NACL) for EC2","Protecting against IP spoofing and packet sniffing,Installing the latest security patches on the RDS instance",1
0000987,03,"What is the benefit of elasticity in the AWS Cloud?","Ensure web traffic is automatically spread across multiple AWS Regions,Minimize storage costs by automatically archiving log data,Enable AWS to automatically select the most cost-effective services,Automatically adjust the required compute capacity to maintain consistent performance","Automatically adjust the required compute capacity to maintain consistent performance",0
0000988,03,"The continual reduction of AWS Cloud pricing is due to:","pay-as-you go pricing,the AWS global infrastructure,economies of scale,reserved storage pricing","economies of scale",0
0000989,03,"A company needs an Amazon S3 bucket that cannot have any public objects due to compliance requirements. How can this be accomplished?","Enable S3 Block Public Access from the AWS Management Console,Hold a team meeting to discuss the importance if only uploading private S3 objects,Require all S3 objects to be manually approved before uploading,Create a service to monitor all S3 uploads and remove any public uploads","Enable S3 Block Public Access from the AWS Management Console",0
0000990,03,"A Cloud Practitioner identifies a billing issue after examining the AWS Cost and Usage report in the AWS Management Console. Which action can be taken to resolve this?","Open a detailed case related to billing and submit it to AWS Support for help,Upload data describing the issue to a new object in a private Amazon S3 bucket,Create a pricing application and deploy it to a right-sized Amazon EC2 instance for more information,Proceed with creating a new dashboard in Amazon QuickSight","Open a detailed case related to billing and submit it to AWS Support for help",0
0000991,03,"What does the AWS Simple Monthly Calculator do?","Compares on-premises costs to colocation environments,Estimates monthly billing based on projected usage,Estimates power consumption at existing data centers,Estimates CPU utilization","Estimates monthly billing based on projected usage",0
0000992,03,"Who is responsible for patching the guest operating system for Amazon RDS?","The AWS Product team,The customer Database Administrator,Managed partners,AWS Support","The customer Database Administrator",0
0000993,03,"Which AWS services may be scaled using AWS Auto Scaling? (Choose two.)","Amazon EC2,Amazon DynamoDB,Amazon S3,Amazon Route 53,Amazon Redshift","Amazon EC2,Amazon DynamoDB",1
0000994,03,"Which of the following are benefits of AWS Global Accelerator? (Choose two.)","Reduced cost to run services on AWS,Improved availability of applications deployed on AWS,Higher durability of data stored on AWS,Decreased latency to reach applications deployed on AWS,Higher security of data stored on AWS","Improved availability of applications deployed on AWS,Decreased latency to reach applications deployed on AWS",1
0000995,03,"A user who wants to get help with billing and reactivate a suspended account should submit an account and billing request to:","the AWS Support forum,AWS Abuse,an AWS Solutions Architect,AWS Support","AWS Support",0
0000996,03,"Which AWS Cloud best practice uses the elasticity and agility of cloud computing?","Provision capacity based on past usage and theoretical peaks,Dynamically and predictively scale to meet usage demands,Build the application and infrastructure in a data center that grants physical access,Break apart the application into loosely coupled components","Dynamically and predictively scale to meet usage demands",0
0000997,03,"Which method helps to optimize costs of users moving to the AWS Cloud?","Paying only for what is used,Purchasing hardware before it is needed,Manually provisioning cloud resources,Purchasing for the maximum possible load","Paying only for what is used",0
0000998,03,"Under the AWS shared responsibility model, which of the following is a customer responsibility?","Installing security patches for the Xen and KVM hypervisors,Installing operating system patches for Amazon DynamoDB,Installing operating system security patches for Amazon EC2 database instances,Installing operating system security patches for Amazon RDS database instances","Installing operating system security patches for Amazon EC2 database instances",0
0000999,01,"The AWS Cost Management tools give users the ability to do which of the following? (Choose two.)","Terminate all AWS resources automatically if budget thresholds are exceeded.,Break down AWS costs by day, service, and linked AWS account.,Create budgets and receive notifications if current of forecasted usage exceeds the budgets.,Switch automatically to Reserved Instances or Spot Instances, whichever is most cost-effective.,Move data stored in Amazon S3 to a more cost-effective storage class.","Break down AWS costs by day, service, and linked AWS account.,Create budgets and receive notifications if current of forecasted usage exceeds the budgets.",1
0001000,03,"Under the AWS shared responsibility model, the security and patching of the guest operating system is the responsibility of:","AWS Support,the customer,AWS Systems Manager,AWS Config","the customer",0
0001001,03,"Which AWS service makes it easy to create and manage AWS users and groups, and provide them with secure access to AWS resources at no charge?","AWS Direct Connect,Amazon Connect,AWS Identity and Access Management (IAM),AWS Firewall Manager","AWS Identity and Access Management (IAM)",0
0001002,03,"Which AWS service provides on-demand of AWS security and compliance documentation?","AWS Directory Service,AWS Artifact,AWS Trusted Advisor,Amazon Inspector","AWS Artifact",0
0001003,03,"Which AWS service can be used to turn text into life-like speech?","Amazon Polly,Amazon Transcribe,Amazon Rekognition,Amazon Lex","Amazon Polly",0
0001004,03,"What is one of the core principles to follow when designing a highly available application in the AWS Cloud?","Design using a serverless architecture,Assume that all components within an application can fail,Design AWS Auto Scaling into every application,Design all components using open-source code","Assume that all components within an application can fail",0
0001005,03,"A user needs to generate a report that outlines the status of key security checks in an AWS account. The report must include: (The status of Amazon S3 bucket permissions, Whether multi-factor authentication is enabled for the AWS account root user, If any security groups are configured to allow unrestricted access.) Where can all this information be found in one location?","Amazon QuickSight dashboard,AWS CloudTrail trails,AWS Trusted Advisor report,IAM credential report","AWS Trusted Advisor report",0
0001006,03,"Which Amazon EC2 pricing model should be used to comply with per-core software license requirements?","Dedicated Hosts,On-Demand Instances,Spot Instances,Reserved Instances","Dedicated Hosts",0
0001007,03,"Which of the AWS global infrastructure is used to cache copies of content for faster delivery to users across the globe?","AWS Regions,Availability Zones,Edge locations,Data centers","Edge locations",0
0001008,01,"Using AWS Config to record, audit, and evaluate changes to AWS resources to enable traceability is an example of which AWS Well-Architected Framework pillar?","Security,Operational excellence,Performance efficiency,Cost optimization","Security",0
0001009,03,"A user needs to quickly deploy a non-relational database on AWS. The user does not want to manage the underlying hardware or the database software. Which AWS service can be used to accomplish this?","Amazon RDS,Amazon DynamoDB,Amazon Aurora,Amazon Redshift","Amazon DynamoDB",0
0001010,03,"A Cloud Practitioner is developing a disaster recovery plan and intends to replicate data between multiple geographic areas. Which of the following meets these requirements?","AWS Accounts,AWS Regions,Availability Zones,Edge locations","AWS Regions",0
0001011,03,"Which features and benefits does the AWS Organizations service provide? (Choose two.)","Establishing real-time communications between members of an internal team,Facilitating the use of NoSQL databases,Providing automated security checks,Implementing consolidated billing,Enforcing the governance of AWS accounts","Implementing consolidated billing,Enforcing the governance of AWS accounts",1
0001012,03,"Which AWS service is used to automate configuration management using Chef and Puppet?","AWS Config,AWS OpsWorks,AWS CloudFormation,AWS Systems Manager","AWS OpsWorks",0
0001013,03,"Which tool is best suited for combining the billing of AWS accounts that were previously independent from one another?","Detailed billing report,Consolidated billing,AWS Cost and Usage report,Cost allocation report","Consolidated billing",0
0001014,03,"The AWS Total Cost of Ownership (TCO) Calculator is used to:","receive reports that break down AWS Cloud compute costs by duration, resource, or tags,estimate savings when comparing the AWS Cloud to an on-premises environment,estimate a monthly bill for the AWS Cloud resources that will be used,enable billing alerts to monitor actual AWS costs compared to estimated costs","estimate savings when comparing the AWS Cloud to an on-premises environment",0
0001015,03,"Which AWS services can be used to provide network connectivity between an on-premises network and a VPC? (Choose two.)","Amazon Route 53,AWS Direct Connect,AWS Data Pipeline,AWS VPN,Amazon Connect","AWS Direct Connect,AWS VPN",1
0001016,03,"Under the AWS shared responsibility model, which of the following are customer responsibilities? (Choose two.)","Setting up server-side encryption on an Amazon S3 bucket,Amazon RDS instance patching,Network and firewall configurations,Physical security of data center facilities,Compute capacity availability","Setting up server-side encryption on an Amazon S3 bucket,Network and firewall configurations",1
0001017,03,"What is the MINIMUM AWS Support plan level that will provide users with access to the AWS Support API?","Developer,Enterprise,Business,Basic","Business",0
0001018,03,"A company has deployed several relational databases on Amazon EC2 instances. Every month, the database software vendor releases new security patches that need to be applied to the databases. What is the MOST efficient way to apply the security patches?","Connect to each database instance on a monthly basis, and download and apply the necessary security patches from the vendor,Enable automatic patching for the instances using the Amazon RDS console,In AWS Config, configure a rule for the instances and the required patch level,Use AWS Systems Manager to automate database patching according to a schedule","Use AWS Systems Manager to automate database patching according to a schedule",0
0001019,03,"A company wants to use Amazon Elastic Compute Cloud (Amazon EC2) to deploy a global commercial application. The deployment solution should be built with the highest redundancy and fault tolerance. Based on this situation, the Amazon EC2 instances should be deployed:","in a single Availability Zone in one AWS Region,with multiple Elastic Network Interfaces belonging to different subnets,across multiple Availability Zones in one AWS Region,across multiple Availability Zones in two AWS Regions","across multiple Availability Zones in one AWS Region",0
0001020,03,"A company has an application with users in both Australia and Brazil. All the company infrastructure is currently provisioned in the Asia Pacific (Sydney) Region in Australia, and Brazilian users are experiencing high latency. What should the company do to reduce latency?","Implement AWS Direct Connect for users in Brazil,Provision resources in the South America (São Paulo) Region in Brazil,Use AWS Transit Gateway to quickly route users from Brazil to the application,Launch additional Amazon EC2 instances in Sydney to handle the demand","Provision resources in the South America (São Paulo) Region in Brazil",0
0001021,03,"An Amazon EC2 instance runs only when needed yet must remain active for the duration of the process. What is the most appropriate purchasing option?","Dedicated Instances,Spot Instances,On-Demand Instances,Reserved Instances","On-Demand Instances",0
0001022,03,"Which AWS dashboard displays relevant and timely information to help users manage events in progress, and provides proactive notifications to help plan for scheduled activities?","AWS Service Health Dashboard,AWS Personal Health Dashboard,AWS Trusted Advisor dashboard,Amazon CloudWatch dashboard","AWS Personal Health Dashboard",0
0001023,03,"Which AWS hybrid storage service enables a user's on-premises applications to seamlessly use AWS Cloud storage?","AWS Backup,Amazon Connect,AWS Direct Connect,AWS Storage Gateway","AWS Storage Gateway",0
0001024,03,"Which of the following acts as a virtual firewall at the Amazon EC2 instance level to control traffic for one or more instances?","Access keys,Virtual private gateways,Security groups,Access Control Lists (ACL)","Security groups",0
0001025,03,"What is the most efficient way to establish network connectivity from on-premises to multiple VPCs in different AWS Regions?","Use AWS Direct Connect,Use AWS VPN,Use AWS Client VPN,Use an AWS Transit Gateway","AWS Transit Gateway",0
0001026,03,"Which AWS Support plan provides access to architectural and operational reviews, as well as 24/7 access to Senior Cloud Support Engineers through email, online chat, and phone?","Basic,Business,Developer,Enterprise","Enterprise",0
0001027,03,"Which AWS service or feature helps restrict the AWS services, resources, and individual API actions the users and roles in each member account can access?","Amazon Cognito,AWS Organizations,AWS Shield,AWS Firewall Manager","AWS Organizations",0
0001028,03,"What is the best resource for a user to find compliance-related information and reports about AWS?","AWS Artifact,AWS Marketplace,Amazon Inspector,AWS Support","AWS Artifact",0
0001029,03,"Which Amazon S3 storage class is optimized to provide access to data with lower resiliency requirements, but rapid access when needed such as duplicate backups?","Amazon S3 Standard,Amazon S3 Glacier Deep Archive,Amazon S3 One Zone-Infrequent Access,Amazon S3 Glacier","Amazon S3 One Zone-Infrequent Access",0
0001030,03,"What is an Availability Zone in AWS?","One or more physical data centers,A completely isolated geographic location,One or more edge locations based around the world,A data center location with a single source of power and networking","One or more physical data centers",0
0001031,03,"Which AWS services can be used as infrastructure automation tools? (Choose two.)","AWS CloudFormation,Amazon CloudFront,AWS Batch,AWS OpsWorks,Amazon QuickSight","AWS CloudFormation,AWS OpsWorks",1
0001032,03,"Which AWS service enables users to create copies of resources across AWS Regions?","Amazon ElastiCache,AWS CloudFormation,AWS CloudTrail,AWS Systems Manager","AWS CloudFormation",0
0001033,03,"A user would like to encrypt data that is received, stored, and managed by AWS CloudTrail. Which AWS service will provide this capability?","AWS Secrets Manager,AWS Systems Manager,AWS Key Management Service (AWS KMS),AWS Certificate Manager","AWS Key Management Service (AWS KMS)",0
0001034,03,"Which AWS Cloud benefit eliminates the need for users to try estimating future infrastructure usage?","Easy and fast deployment of applications in multiple Regions around the world,Security of the AWS Cloud,Elasticity of the AWS Cloud,Lower variable costs due to massive economies of scale","Elasticity of the AWS Cloud",0
0001035,03,"What credential components are required to gain programmatic access to an AWS account? (Choose two.)","An access key ID,A primary key,A secret access key,A user ID,A secondary key","An access key ID,A secret access key",1
0001036,03,"Which of the following are AWS compute services? (Select two.)","Amazon Lightsail,AWS Systems Manager,AWS CloudFormation,AWS Batch,Amazon Inspector","Amazon Lightsail,AWS Batch",1
0001037,03,"How can a company separate costs for network traffic, Amazon EC2, Amazon S3, and other AWS services by department?","Add department-specific tags to each resource,Create a separate VPC for each department,Create a separate AWS account for each department,Use AWS Organizations","Create a separate AWS account for each department",0
0001038,03,"What is a benefit of consolidated billing for AWS accounts?","Access to AWS Personal Health Dashboard,Combined usage volume discounts,Improved account security,Centralized AWS IAM","Combined usage volume discounts",0
0001039,03,"Which AWS service will allow a user to set custom cost and usage limits, and will alert when the thresholds are exceeded?","AWS Organizations,AWS Budgets,Cost Explorer,AWS Trusted Advisor","AWS Budgets",0
0001040,03,"Which AWS service provides the ability to detect inadvertent data leaks of personally identifiable information (PII) and user credential data?","Amazon GuardDuty,Amazon Inspector,Amazon Macie,AWS Shield","Amazon Macie",0
0001041,03,"Which tool can be used to monitor AWS service limits?","AWS Total Cost of Ownership (TCO) Calculator,AWS Trusted Advisor,AWS Personal Health Dashboard,AWS Cost and Usage report","AWS Trusted Advisor",0
0001042,03,"A company has distributed its workload on both the AWS Cloud and some on-premises servers. What type of architecture is this?","Virtual private network,Virtual private cloud,Hybrid cloud,Private cloud","Hybrid cloud",0
0001043,03,"Which of the following describes a security best practice that can be implemented using AWS IAM?","Disable AWS Management Console access for all users,Generate secret keys for every IAM user,Grant permissions to users who are required to perform a given task only,Store AWS credentials within Amazon EC2 instances","Grant permissions to users who are required to perform a given task only",0
0001044,03,"What can be used to automate and manage secure, well-architected, multi-account AWS environments?","AWS shared responsibility model,AWS Control Tower,AWS Security Hub,AWS Well-Architected Tool","AWS Control Tower",0
0001045,03,"Which AWS service or feature allows a user to easily scale connectivity among thousands of VPCs?","VPC peering,AWS Transit Gateway,AWS Direct Connect,AWS Global Accelerator","AWS Transit Gateway",0
0001046,03,"A company needs protection from expanded distributed denial of service (DDoS) attacks on its website and assistance from AWS experts during such events. Which AWS managed service will meet these requirements?","AWS Shield Advanced,AWS Firewall Manager,AWS WAF,Amazon GuardDuty","AWS Shield Advanced",0
0001047,03,"A company's application has flexible start and end times. Which Amazon EC2 pricing model will be the MOST cost-effective?","On-Demand Instances,Spot Instances,Reserved Instances,Dedicated Hosts","Spot Instances",0
0001048,03,"Under the AWS shared responsibility model, what are the customer's responsibilities? (Choose two.)","Physical and environmental security,Physical network devices including firewalls,Storage device decommissioning,Security of data in transit,Data integrity authentication","Security of data in transit,Data integrity authentication",1
0001049,03,"A cloud practitioner has a data analysis workload that is infrequently executed and can be interrupted without harm. To optimize for cost, which Amazon EC2 purchasing option should be used?","On-Demand Instances,Reserved Instances,Spot Instances,Dedicated Hosts","Spot Instances",0
0001050,03,"Which AWS container service will help a user install, operate, and scale the cluster management infrastructure?","Amazon Elastic Container Registry (Amazon ECR),AWS Elastic Beanstalk,Amazon Elastic Container Service (Amazon ECS),Amazon Elastic Block Store (Amazon EBS)","Amazon Elastic Container Service (Amazon ECS)",0
0001051,03,"Which of the following allows an application running on an Amazon EC2 instance to securely write data to an Amazon S3 bucket without using long term credentials?","Amazon Cognito,AWS Shield,AWS IAM role,AWS IAM user access key","AWS IAM role",0
0001052,03,"A company with a Developer-level AWS Support plan provisioned an Amazon RDS database and cannot connect to it. Who should the developer contact for this level of support?","AWS Support using a support case,AWS Professional Services,AWS technical account manager,AWS consulting partners","AWS Support using a support case",0
0001053,03,"What is the purpose of having an internet gateway within a VPC?","To create a VPN connection to the VPC,To allow communication between the VPC and the Internet,To impose bandwidth constraints on internet traffic,To load balance traffic from the Internet across Amazon EC2 instances","To allow communication between the VPC and the Internet",0
0001054,03,"A company must ensure that its endpoint for a database instance remains the same after a single Availability Zone service interruption. The application needs to resume database operations without the need for manual administrative intervention. How can these requirements be met?","Use multiple Amazon Route 53 routes to the standby database instance endpoint hosted on AWS Storage Gateway,Configure Amazon RDS Multi-Availability Zone deployments with automatic failover to the standby,Add multiple Application Load Balancers and deploy the database instance with AWS Elastic Beanstalk,Deploy a single Network Load Balancer to distribute incoming traffic across multiple Amazon CloudFront origins","Configure Amazon RDS Multi-Availability Zone deployments with automatic failover to the standby",0
0001055,03,"Which AWS managed service can be used to distribute traffic between one or more Amazon EC2 instances?","NAT gateway,Elastic Load Balancing,Amazon Athena,AWS PrivateLink","Elastic Load Balancing",0
0001056,03,"AWS Trusted Advisor provides recommendations on which of the following? (Choose two.)","Cost optimization,Auditing,Serverless architecture,Performance,Scalability","Cost optimization,Performance",1
0001057,03,"Which of the following tasks can only be performed after signing in with AWS account root user credentials? (Choose two.)","Closing an AWS account,Creating a new IAM policy,Changing AWS Support plans,Attaching a role to an Amazon EC2 instance,Generating access keys for IAM users","Closing an AWS account,Changing AWS Support plans",1
0001058,03,"Fault tolerance refers to:","the ability of an application to accommodate growth without changing design,how well and how quickly an application's environment can have lost data restored,how secure your application is,the built-in redundancy of an application's components","the built-in redundancy of an application's components",0
0001059,03,"A company operating in the AWS Cloud requires separate invoices for specific environments, such as development, testing, and production. How can this be achieved?","Use multiple AWS accounts,Use resource tagging,Use multiple VPCs,Use Cost Explorer","Use multiple AWS accounts",0
0001060,03,"Which AWS service can be used in the application deployment process?","AWS AppSync,AWS Batch,AWS CodePipeline,AWS DataSync","AWS CodePipeline",0
0001061,03,"What can be used to reduce the cost of running Amazon EC2 instances? (Choose two.)","Spot Instances for stateless and flexible workloads,Memory optimized instances for high-compute workloads,On-Demand Instances for high-cost and sustained workloads,Reserved Instances for sustained workloads,Spend limits set using AWS Budgets","Spot Instances for stateless and flexible workloads,Reserved Instances for sustained workloads",1
0001062,03,"A company is launching an e-commerce site that will store and process credit card data. The company requires information about AWS compliance reports and AWS agreements. Which AWS service provides on-demand access to these items?","AWS Certificate Manager,AWS Config,AWS Artifact,AWS CloudTrail","AWS Artifact",0
0001063,03,"Which AWS service or feature allows the user to manage cross-region application traffic?","Amazon AppStream 2.0,Amazon VPC,Elastic Load Balancer,Amazon Route 53","Amazon Route 53",0
0001064,03,"Which AWS service can be used to track unauthorized API calls?","AWS Config,AWS CloudTrail,AWS Trusted Advisor,Amazon Inspector","AWS CloudTrail",0
0001065,03,"A user needs to regularly audit and evaluate the setup of all AWS resources, identify non-compliant accounts, and be notified when a resource changes. Which AWS service can be used to meet these requirements?","AWS Trusted Advisor,AWS Config,AWS Resource Access Manager,AWS Systems Manager","AWS Config",0
0001066,03,"A user is planning to launch two additional Amazon EC2 instances to increase availability. Which action should the user take?","Launch the instances across multiple Availability Zones in a single AWS Region,Launch the instances as EC2 Reserved Instances in the same AWS Region and the same Availability Zone,Launch the instances in multiple AWS Regions, but in the same Availability Zone,Launch the instances as EC2 Spot Instances in the same AWS Region, but in different Availability Zones","Launch the instances across multiple Availability Zones in a single AWS Region",0
0001067,03,"A company must store critical business data in Amazon S3 with a backup to another AWS Region. How can this be achieved?","Use an Amazon CloudFront Content Delivery Network (CDN) to cache data globally,Set up Amazon S3 cross-region replication to another AWS Region,Configure the AWS Backup service to back up the data to another AWS Region,Take Amazon S3 bucket snapshots and copy that data to another AWS Region","Set up Amazon S3 cross-region replication to another AWS Region",0
0001068,03,"Which AWS Cloud service can send alerts to customers if custom spending thresholds are exceeded?","AWS Budgets,AWS Cost Explorer,AWS Cost Allocation Tags,AWS Organizations","AWS Budgets",0
0001069,03,"What is the recommended method to request penetration testing on AWS resources?","Open a support case,Fill out the Penetration Testing Request Form,Request a penetration test from your technical account manager,Contact your AWS sales representative","Fill out the Penetration Testing Request Form",0
0001070,03,"A user needs to automatically discover, classify, and protect sensitive data stored in Amazon S3. Which AWS service can meet these requirements?","Amazon Inspector,Amazon Macie,Amazon GuardDuty,AWS Secrets Manager","Amazon Macie",0
0001071,03,"Which components are required to build a successful site-to-site VPN connection on AWS? (Choose two.)","Internet gateway,NAT gateway,Customer gateway,Transit gateway,Virtual private gateway","Customer gateway,Virtual private gateway",1
0001072,03,"Which Amazon EC2 pricing option is best suited for applications with short-term, spiky, or unpredictable workloads that cannot be interrupted?","Spot Instances,Dedicated Hosts,On-Demand Instances,Reserved Instances","On-Demand Instances",0
0001073,03,"Which AWS cloud architecture principle states that systems should reduce interdependencies?","Scalability,Services, not servers,Removing single points of failure,Loose coupling","Loose coupling",0
